"Species","Dataset","L.Occ","R.Occ","Fire.Included","Type","Intercept.CI.Lower","Elevation.m.CI.Lower","Elevation.m2.CI.Lower","Data.Type.nofi.CI.Lower","Data.Type.Elevation.m.nofi.CI.Lower","Data.Type.Elevation.m2.nofi.CI.Lower","Resurvey.Burned.fi.CI.Lower","Resurvey.Unburned.fi.CI.Lower","Elevation.m.Res.Burn.fi.CI.Lower","Elevation.m.Res.Unburn.fi.CI.Lower","Elevation.m2.Res.Burn.fi.CI.Lower","Elevation.m2.Res.Unburn.fi.CI.Lower","Intercept.CI.Upper","Elevation.m.CI.Upper","Elevation.m2.CI.Upper","Data.Type.nofi.CI.Upper","Data.Type.Elevation.m.nofi.CI.Upper","Data.Type.Elevation.m2.nofi.CI.Upper","Resurvey.Burned.fi.CI.Upper","Resurvey.Unburned.fi.CI.Upper","Elevation.m.Res.Burn.fi.CI.Upper","Elevation.m.Res.Unburn.fi.CI.Upper","Elevation.m2.Res.Burn.fi.CI.Upper","Elevation.m2.Res.Unburn.fi.CI.Upper"
"ATFI",55,24,27,"No","Avg.Confidence",-4.60418653710203,-0.00168530551809208,-4.13927957759223e-06,-0.295227367382532,NA,NA,NA,NA,NA,NA,NA,NA,-0.89791141248402,0.00655231657807372,4.39576531480897e-08,0.373476251548466,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",55,32,31,"No","Avg.Confidence",-48.6868493129046,0.00581202327946323,-1.32866483501705e-05,-0.33179037131424,NA,NA,NA,NA,NA,NA,NA,NA,-10.1474744530987,0.0507201201233391,-2.81696126700753e-07,0.305870460962048,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",55,33,22,"Yes","Avg.Confidence",-6.27595312693039,0.00106933959084097,-4.59589069071161e-06,NA,NA,NA,-3.33523231506784,-1.9712055213393,-0.00170935633356786,-0.00102945482656471,NA,NA,-2.19132669956895,0.00916605021530886,-8.31150393636395e-07,NA,NA,NA,2.76861735905557,0.529262946313552,0.00346048970306906,0.00123836428430632,NA,NA
"CEVE",55,26,23,"Yes","Avg.Confidence",-9.02925329219483,0.00391796525994603,-6.5732444377722e-06,NA,NA,NA,0.0594494747030891,-2.93715491200591,-0.00114057934817555,-0.0012893494932024,NA,NA,-3.87745229311184,0.0138004442887615,-2.02665434361589e-06,NA,NA,NA,3.39230849427281,0.827753235834729,0.00165688919471621,0.00206959703713354,NA,NA
"CHUM",55,61,51,"No","Avg.Confidence",-5.82895084050485,0.00351741851162824,-7.37009423120178e-06,-1.70188491237128,-0.00425629188798846,-2.59431803604098e-06,NA,NA,NA,NA,NA,NA,-1.94251750865395,0.0122200269958664,-2.75423989582118e-06,2.1063937782283,0.00385457605632411,2.0283144103803e-06,NA,NA,NA,NA,NA,NA
"CLUN",55,44,46,"No","Avg.Confidence",-10.3489008390957,0.00937225521674957,-1.04688103588961e-05,-0.232084909136065,NA,NA,NA,NA,NA,NA,NA,NA,-5.41591646569057,0.0199478777746405,-5.08456775453004e-06,0.266900953072823,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",55,20,22,"No","Avg.Confidence",-6.88231877160179,0.000358364641707277,-7.65615182613852e-06,-0.319612020948394,NA,NA,NA,NA,NA,NA,NA,NA,-1.83966722385383,0.0122166828359818,-1.08253602352493e-06,0.381380828180924,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",55,18,26,"Yes","Avg.Confidence",-7.98264921473402,0.00102235950381477,-4.49968964852905e-06,NA,NA,NA,0.838125678516047,-1.30454002558511,-0.00208607650111315,-0.00113546528316015,NA,NA,-3.01361385259279,0.0100321719486386,-6.00248397478512e-07,NA,NA,NA,4.72205972277564,1.33788443440375,0.00127298851022423,0.000930132019512231,NA,NA
"GAOV",55,11,9,"No","Avg.Confidence",-18.2601820121577,0.00647489843431884,-1.35063125292847e-05,-0.579168732553482,NA,NA,NA,NA,NA,NA,NA,NA,-6.24344118562484,0.0293769663847171,-2.97730971987913e-06,0.460229156598034,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",55,21,22,"No","Avg.Confidence",-1.15776967242677,-0.00662410219688224,-2.29028196842203e-06,-0.283763739579999,NA,NA,NA,NA,NA,NA,NA,NA,1.51452121986479,-7.87696788010022e-05,1.69199524310531e-06,0.306934058693827,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",55,20,33,"No","Avg.Confidence",-7.5511389582634,-0.000487305903500059,-6.90537080618024e-06,-3.595271999657,-0.00736021450027689,-6.49223604186974e-06,NA,NA,NA,NA,NA,NA,-1.65190361908195,0.0122737113995906,-3.59674298815339e-07,3.98711387698245,0.0105956738200036,3.76984752789623e-06,NA,NA,NA,NA,NA,NA
"GYDR",55,17,22,"No","Avg.Confidence",-7.29965735683039,0.000522376462158455,-6.10269330511794e-06,-0.370204499543336,NA,NA,NA,NA,NA,NA,NA,NA,-2.3256907123758,0.011160184556181,-8.03435505051835e-07,0.56549670705445,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",55,12,8,"No","Avg.Confidence",-4.85256783474154,-0.00560893487281485,-3.42895759958063e-06,-0.822590929999397,NA,NA,NA,NA,NA,NA,NA,NA,-0.0859449155676764,0.00499492705032279,1.96959272866283e-06,0.523485812806967,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",55,17,8,"No","Avg.Confidence",-4.61599270537737,-0.00816549829298788,-6.64754117887673e-06,-2.36921627745024,-0.00453662407585687,NA,NA,NA,NA,NA,NA,NA,1.4842121290157,0.00789981730768807,3.18799732770677e-06,2.22333943840958,0.00272020895862835,NA,NA,NA,NA,NA,NA,NA
"LIBO",55,48,67,"No","Avg.Confidence",-7.70765512861534,0.00699438826824661,-1.10922716672774e-05,-0.429571472204711,-0.0015211815772553,NA,NA,NA,NA,NA,NA,NA,-3.34524817634315,0.0174029468610598,-5.02794188868223e-06,1.7346402576426,0.00104178979968727,NA,NA,NA,NA,NA,NA,NA
"MANE",55,61,58,"No","Avg.Confidence",-5.98056261446512,0.00541250579455412,-1.28934825027878e-05,-0.257184776301623,NA,NA,NA,NA,NA,NA,NA,NA,-1.8198836487663,0.0169340722673205,-5.18181590257936e-06,0.219411089791409,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",55,26,10,"No","Avg.Confidence",-5.28423972042661,-0.00247537290833112,-1.64986894838639e-06,-1.74601471246387,NA,NA,NA,NA,NA,NA,NA,NA,-1.20059089917507,0.00442968125105506,1.04870610498582e-06,-0.254071268146726,NA,NA,NA,NA,NA,NA,NA,NA
"OPHO",55,29,17,"No","Avg.Confidence",-3.14782552595994,-0.00584426789830672,-3.96185988753427e-06,-7.14447911798389,-0.00658329377786791,-6.44963232099328e-06,NA,NA,NA,NA,NA,NA,1.27841529589883,0.00468675830104782,1.78494435067838e-06,2.18550521398532,0.0138621732034437,3.74310116347644e-06,NA,NA,NA,NA,NA,NA
"PAMY",55,127,107,"Yes","Avg.Confidence",-2.62629783711381,0.00102948666443121,-2.49591566632003e-06,NA,NA,NA,-0.187693669602179,-0.681105074932334,NA,NA,NA,NA,-0.627510683888741,0.00494109385420211,-7.69120476165175e-07,NA,NA,NA,1.24840866146022,-0.0222940456862788,NA,NA,NA,NA
"POMU",55,20,10,"No","Avg.Confidence",-1.22981010404307,-0.00626448133744809,-1.22271602060551e-06,-2.28093721199606,-0.00140579497548852,NA,NA,NA,NA,NA,NA,NA,1.471592876258,-0.00114139046054037,1.23140799967428e-06,0.687021098145841,0.00193259199264328,NA,NA,NA,NA,NA,NA,NA
"PTAQ",55,47,18,"No","Avg.Confidence",-4.17890977028536,-0.000556724376738027,-4.5298780495834e-06,-2.0967849735953,-0.000906384630532401,NA,NA,NA,NA,NA,NA,NA,-0.631007257025786,0.00727231295949399,-5.44420469166456e-07,-0.143254214257504,0.00099784069292524,NA,NA,NA,NA,NA,NA,NA
"RULA",55,18,13,"No","Avg.Confidence",-36.335455844029,0.0150931529368287,-1.70401156283813e-05,-0.701141068626808,NA,NA,NA,NA,NA,NA,NA,NA,-12.8524861184891,0.0486407508226486,-5.19558279969748e-06,0.436745923515377,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",55,33,20,"No","Avg.Confidence",-9.34601714454184,0.0024927372808363,-9.85023561279997e-06,-3.68394483176857,-0.0120738327951786,-3.85805606597186e-06,NA,NA,NA,NA,NA,NA,-2.54885740323393,0.0177676455810317,-1.83838925907022e-06,4.88374031264919,0.00739760142905723,6.20619395208857e-06,NA,NA,NA,NA,NA,NA
"RUPE",55,23,23,"No","Avg.Confidence",-10.3847773260729,0.0021827732706983,-5.27740033205662e-06,-2.18584875427069,-0.00557858732785494,-1.51116063102658e-06,NA,NA,NA,NA,NA,NA,-3.60296531511436,0.0133010172354164,-8.72317422101552e-07,4.28518254123342,0.00343165721029702,1.75826975900135e-06,NA,NA,NA,NA,NA,NA
"RUSP",55,15,22,"No","Avg.Confidence",-4.03316198906177,-0.00438850916600111,-2.65792452269532e-06,-1.00825754563661,-0.000990525078851976,NA,NA,NA,NA,NA,NA,NA,-0.166141885984358,0.00383020284073382,1.36377481111299e-06,1.1216340339949,0.00140668364311937,NA,NA,NA,NA,NA,NA,NA
"SOSI",55,48,20,"No","Avg.Confidence",-14.576970688189,0.00787020164434959,-6.5877849115622e-06,-3.37475942936457,-0.00103341537513665,NA,NA,NA,NA,NA,NA,NA,-7.2226407097809,0.01901308239872,-2.48056185211421e-06,0.551651131685655,0.0015722932426041,NA,NA,NA,NA,NA,NA,NA
"SPBE",55,17,29,"No","Avg.Confidence",-6.37393936545195,-0.000224582674404676,-6.54329762670372e-06,-0.658978076364631,-0.00101773884375596,NA,NA,NA,NA,NA,NA,NA,-1.66902630585942,0.0103790462966559,-8.07142528046816e-07,1.5300468764904,0.00104393016974905,NA,NA,NA,NA,NA,NA,NA
"TITR",55,34,42,"No","Avg.Confidence",-3.85443821330464,-0.00125436452545333,-2.92703296460421e-06,-0.285608743202533,NA,NA,NA,NA,NA,NA,NA,NA,-0.868813431315078,0.0049896354699704,2.91291281997783e-08,0.471573340911518,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",55,10,26,"No","Avg.Confidence",-9.1211625527137,-0.0039686292710188,-1.28842319667628e-05,-2.69378267460457,-0.0112779962452729,-9.36310090429089e-06,NA,NA,NA,NA,NA,NA,-0.378470058880978,0.0180114644906601,9.04202851651793e-07,6.09730422249945,0.0113846966944385,6.55189025755145e-06,NA,NA,NA,NA,NA,NA
"VAME",55,95,118,"Yes","Avg.Confidence",-8.72241004624736,0.00813725831866203,-5.38969595796788e-06,NA,NA,NA,-12.4712692638404,-0.104133418763786,0.00120845180528078,-0.00135870012217867,NA,NA,-5.46923101781596,0.01359993018971,-3.17580631393872e-06,NA,NA,NA,-1.70373577462865,2.03851354420794,0.00779079339396517,0.000375655877577291,NA,NA
"VASI",55,24,27,"No","Avg.Confidence",-17.3099176512493,0.00418919816277546,-5.60671476830233e-06,-0.302949623777692,NA,NA,NA,NA,NA,NA,NA,NA,-6.6657835096803,0.0187927196962775,-6.84086946114023e-07,0.382950924130664,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",56,72,57,"No","Avg.Confidence",-4.08523929043374,0.00239371032855809,-8.77413261858178e-06,-0.906240871249221,-0.000938270059304703,NA,NA,NA,NA,NA,NA,NA,-0.607440790735372,0.0114124480898044,-3.13085217726052e-06,0.575913733639034,0.000790410680337313,NA,NA,NA,NA,NA,NA,NA
"ACGL",56,15,12,"No","Avg.Confidence",-7.09589809094918,-0.0016771569823196,-5.98327008821952e-06,-0.547209045989824,NA,NA,NA,NA,NA,NA,NA,NA,-1.57311466560816,0.0104590914251983,1.82174767368422e-07,0.407409768202553,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",56,10,20,"Yes","Avg.Confidence",-4.71164879522993,-0.00154917210552937,NA,NA,NA,NA,0.341161095416942,-3.39613677842432,-0.0011226368882606,-0.00158164883706422,NA,NA,-1.89790595035527,0.000996919929699372,NA,NA,NA,NA,3.89313726449466,2.15802580058256,0.00176683697578641,0.0030357093416237,NA,NA
"AMAL",56,42,44,"No","Avg.Confidence",-4.38988201046858,0.000552799369044302,-5.07733542587784e-06,-0.233325582941759,NA,NA,NA,NA,NA,NA,NA,NA,-1.15686597938165,0.00791225823067727,-1.19730833801421e-06,0.267244779353147,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",56,42,29,"Yes","Avg.Confidence",-3.75010371117094,-0.00120633779783246,-3.02981972174292e-06,NA,NA,NA,-2.37796862237541,-4.18476779896819,-0.00162236831489904,0.000577958286113899,NA,NA,-0.624864855361861,0.00507329835611504,-8.71800169647158e-08,NA,NA,NA,2.04845163923213,-1.02780424101442,0.002672176376526,0.00341187133639749,NA,NA
"ATFI",56,24,31,"No","Avg.Confidence",-4.13604280643522,-0.00331597955931839,-3.79967875071181e-06,-0.319466932300844,NA,NA,NA,NA,NA,NA,NA,NA,-0.116168424723482,0.00573138256340763,8.05703798076747e-07,0.49852965677527,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",56,32,30,"No","Avg.Confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",56,33,19,"Yes","Avg.Confidence",-6.71014420808741,0.00150087684398555,-4.80331889324152e-06,NA,NA,NA,-0.167685258567513,-1.60268476692224,NA,NA,NA,NA,-2.51347992447099,0.00983158508391815,-9.85783172913893e-07,NA,NA,NA,1.81634224210062,-0.263762591367662,NA,NA,NA,NA
"CEVE",56,26,21,"Yes","Avg.Confidence",-9.07951646998812,0.00391298123358299,-6.58541366428475e-06,NA,NA,NA,1.05000800950244,-1.59258152214389,NA,NA,NA,NA,-3.97417347891166,0.0138737531581987,-2.02001174960722e-06,NA,NA,NA,2.86503798398592,-0.12419124815855,NA,NA,NA,NA
"CHUM",56,61,52,"No","Avg.Confidence",-5.71583631446499,0.00342754166885942,-7.23385266238722e-06,-1.52595900987766,-0.00390429373660176,-2.18668619999511e-06,NA,NA,NA,NA,NA,NA,-1.8971712897912,0.0119610289713531,-2.71905355114195e-06,2.00747136140932,0.00331432164488255,1.79502882034139e-06,NA,NA,NA,NA,NA,NA
"CLUN",56,44,52,"No","Avg.Confidence",-10.2664081107781,0.00962534971772824,-1.0559488295763e-05,-0.263889838253563,NA,NA,NA,NA,NA,NA,NA,NA,-5.44467623477512,0.0199970491537481,-5.25218711649996e-06,0.425684922888292,NA,NA,NA,NA,NA,NA,NA,NA
"COCA",56,20,22,"No","Avg.Confidence",-6.19602460245769,-0.000528263566512024,-6.855122550972e-06,-0.319493164722967,NA,NA,NA,NA,NA,NA,NA,NA,-1.44945242288277,0.0106627719271671,-6.64077247832263e-07,0.381048256409979,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",56,18,26,"Yes","Avg.Confidence",-8.28389759316744,0.00125592244930391,-4.4953122680813e-06,NA,NA,NA,0.626749387077485,-1.75274380595632,-0.00260616239091564,-0.00106038407835485,NA,NA,-3.22412807030072,0.0103088473481541,-6.2875811432555e-07,NA,NA,NA,5.07089971768321,1.34348916115129,0.00137106261401196,0.00137416323489366,NA,NA
"GAOV",56,11,9,"No","Avg.Confidence",-18.3276717627713,0.006496381344955,-1.329542732743e-05,-0.579268915589331,NA,NA,NA,NA,NA,NA,NA,NA,-6.3013786149482,0.0292050336187639,-2.94970514425848e-06,0.460222726074955,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",56,21,20,"No","Avg.Confidence",-1.63639772345804,-0.00680042841620122,-2.95941329506786e-06,-0.300214380538456,NA,NA,NA,NA,NA,NA,NA,NA,1.44722688913517,0.00110175429560532,1.96479049029929e-06,0.279864994628963,NA,NA,NA,NA,NA,NA,NA,NA
"GOOB",56,20,37,"No","Avg.Confidence",-7.69113273589273,0.000126181037375432,-6.96552764048399e-06,-3.04169656029303,-0.00629477087548693,-5.13764852810329e-06,NA,NA,NA,NA,NA,NA,-2.00602381432398,0.0124856622990079,-6.42790508009507e-07,3.68158157297134,0.0090339411583166,3.19118901257617e-06,NA,NA,NA,NA,NA,NA
"GYDR",56,17,23,"No","Avg.Confidence",-7.43680993821868,0.000761257931140896,-6.2173380975706e-06,-1.27090460973672,-0.00112898087037059,NA,NA,NA,NA,NA,NA,NA,-2.380929673388,0.0113643827024008,-9.47982798958288e-07,1.17270941004048,0.00162149517774166,NA,NA,NA,NA,NA,NA,NA
"HIAL",56,12,11,"No","Avg.Confidence",-4.84479245029345,-0.00566903665559408,-3.68406911837571e-06,-0.356572604107019,NA,NA,NA,NA,NA,NA,NA,NA,0.00196548311847744,0.0053514935964805,2.00473934855871e-06,0.328258474371952,NA,NA,NA,NA,NA,NA,NA,NA
"HODI",56,17,12,"No","Avg.Confidence",-4.85994459591072,-0.00832353709304023,-7.44230658143866e-06,-1.82303319818638,-0.00451949367986864,NA,NA,NA,NA,NA,NA,NA,1.55488999073648,0.00886306261033708,3.21974375309757e-06,2.54650064673724,0.0026892459146267,NA,NA,NA,NA,NA,NA,NA
"LIBO",56,48,63,"No","Avg.Confidence",-7.46924198940507,0.00647759964092043,-1.09561564747942e-05,-0.758255510433433,-0.00170907955397071,NA,NA,NA,NA,NA,NA,NA,-3.02465603702352,0.0170252829704979,-4.79349038722885e-06,1.76958141090415,0.00110035633554769,NA,NA,NA,NA,NA,NA,NA
"MANE",56,61,59,"No","Avg.Confidence",-6.14371562353504,0.00574853595148361,-1.29728931686393e-05,-0.242148262853224,NA,NA,NA,NA,NA,NA,NA,NA,-1.96994810156105,0.0172409852743192,-5.3278674585593e-06,0.218941155727617,NA,NA,NA,NA,NA,NA,NA,NA
"MEFE",56,26,16,"No","Avg.Confidence",-7.29749189236028,-0.00218153832908409,-3.09835255792803e-06,-26.7658766555557,0.00859470691909599,-1.8091910433306e-05,NA,NA,NA,NA,NA,NA,-1.64042190066331,0.00800708934581074,1.08293956661565e-06,-5.08710190042277,0.0445929176920208,-3.51275784601877e-06,NA,NA,NA,NA,NA,NA
"OPHO",56,29,18,"No","Avg.Confidence",-3.17192042221746,-0.00555047247447512,-3.75246195392433e-06,-5.35093638214165,-0.00577321111728007,-4.58422087618809e-06,NA,NA,NA,NA,NA,NA,1.1139391295298,0.00444851859347534,1.66239522956497e-06,2.27381651146926,0.00999339706303254,3.09098470222161e-06,NA,NA,NA,NA,NA,NA
"PAMY",56,127,102,"Yes","Avg.Confidence",-2.88413651402585,0.0015748766175096,-2.85420430227286e-06,NA,NA,NA,-0.427482910143945,-0.738283248476676,NA,NA,NA,NA,-0.833020822916901,0.00562112890791816,-1.0505613905815e-06,NA,NA,NA,1.04404538719768,-0.0722239361857568,NA,NA,NA,NA
"POMU",56,20,12,"No","Avg.Confidence",-1.14900722271915,-0.00612827891837497,-1.15268726582884e-06,-1.70549420600082,-0.00117825954278059,NA,NA,NA,NA,NA,NA,NA,1.39556377908518,-0.00133952948396822,1.135490681469e-06,0.750845067216416,0.00147124311523084,NA,NA,NA,NA,NA,NA,NA
"PTAQ",56,47,22,"No","Avg.Confidence",-4.08303825583392,-0.000526817969352422,-4.15935468958884e-06,-2.51998329748296,-0.000975223209557723,NA,NA,NA,NA,NA,NA,NA,-0.672032635517804,0.00678589157268179,-5.15539532785623e-07,0.113344612786146,0.00176891337136195,NA,NA,NA,NA,NA,NA,NA
"RULA",56,18,12,"No","Avg.Confidence",-37.1685379096728,0.0150104107324087,-1.73896308847046e-05,-0.847735967208295,NA,NA,NA,NA,NA,NA,NA,NA,-12.8168865446879,0.0497212999926975,-5.15912156028131e-06,0.472426448819904,NA,NA,NA,NA,NA,NA,NA,NA
"RUPA",56,33,21,"No","Avg.Confidence",-9.19087468312683,0.00289013044237696,-9.65744758841998e-06,-3.34822184719917,-0.0103318782581585,-3.53116175072115e-06,NA,NA,NA,NA,NA,NA,-2.72306695839366,0.0173935290325142,-2.05271900631001e-06,4.20677287314653,0.00677384691018728,5.30152632972112e-06,NA,NA,NA,NA,NA,NA
"RUPE",56,23,24,"No","Avg.Confidence",-9.82334859328485,0.00324301434746573,-5.17462706825096e-06,-0.300824323142268,NA,NA,NA,NA,NA,NA,NA,NA,-4.39583348886016,0.0127986230828222,-1.21584895664674e-06,0.327791023887917,NA,NA,NA,NA,NA,NA,NA,NA
"RUSP",56,15,22,"No","Avg.Confidence",-4.14363602254717,-0.00440421008584893,-2.78682476918775e-06,-1.04675904970504,-0.00101856848219695,NA,NA,NA,NA,NA,NA,NA,-0.165971379463906,0.00408776641179002,1.37918375186156e-06,1.13767008756494,0.00146456032179091,NA,NA,NA,NA,NA,NA,NA
"SOSI",56,48,19,"No","Avg.Confidence",-14.5202513502799,0.0077058015491494,-6.54069334056162e-06,-3.82317358950498,-0.00111628365294985,NA,NA,NA,NA,NA,NA,NA,-7.12999590674761,0.0189008796177129,-2.41297493803556e-06,0.619708914246963,0.00183791582142471,NA,NA,NA,NA,NA,NA,NA
"SPBE",56,17,32,"No","Avg.Confidence",-5.90186239830488,-0.000883236824876489,-6.0006778616614e-06,-0.346003940633788,-0.00131005962067811,NA,NA,NA,NA,NA,NA,NA,-1.42933503831853,0.00920231774620779,-5.41786352703754e-07,1.91326682405522,0.00111733622738105,NA,NA,NA,NA,NA,NA,NA
"TITR",56,34,38,"No","Avg.Confidence",-4.10958006848101,-0.000986452450126169,-3.2649062766103e-06,-0.254919829445518,NA,NA,NA,NA,NA,NA,NA,NA,-1.00008263084604,0.00558871499609369,-1.17439164535881e-07,0.332696038044898,NA,NA,NA,NA,NA,NA,NA,NA
"TRBO",56,10,25,"No","Avg.Confidence",-8.4633119239725,-0.00387239023079261,-1.17245436855298e-05,-2.00327556016166,-0.00918918235318463,-6.4531734362768e-06,NA,NA,NA,NA,NA,NA,-0.412777775080631,0.0162336087123418,7.95947797478869e-07,5.35252197853591,0.00823838269056882,5.05793631924877e-06,NA,NA,NA,NA,NA,NA
"VAME",56,95,110,"Yes","Avg.Confidence",-8.32753530537275,0.00747892528748755,-5.08858364293739e-06,NA,NA,NA,-13.1240027643736,-0.218030738294822,0.000989920785896254,-0.00134946454731381,NA,NA,-5.12407540050081,0.0128750258323034,-2.90103603830288e-06,NA,NA,NA,-1.61616651076429,1.91636074877247,0.00796609851521774,0.000378187794457853,NA,NA
"VASI",56,24,25,"No","Avg.Confidence",-15.6668231310745,0.00263945169317846,-4.74790141271397e-06,-0.304729438620224,NA,NA,NA,NA,NA,NA,NA,NA,-5.76606726992639,0.0163354237817829,-1.024504413773e-07,0.330813370948093,NA,NA,NA,NA,NA,NA,NA,NA
"ACCI",57,72,58,"No","Avg.Confidence",-4.18152751128801,0.00258263459785566,-9.06211832345153e-06,-0.874700678716972,-0.00106088479693916,NA,NA,NA,NA,NA,NA,NA,-0.658330174754742,0.011771430813458,-3.27898015661208e-06,0.648677097277162,0.000835745329386059,NA,NA,NA,NA,NA,NA,NA
"ACGL",57,15,12,"No","Avg.Confidence",-7.25987669862535,-0.00146342517088508,-5.88488926371446e-06,-0.546703247472416,NA,NA,NA,NA,NA,NA,NA,NA,-1.70927412880499,0.0105560960020583,1.26123094885598e-07,0.40710485451148,NA,NA,NA,NA,NA,NA,NA,NA
"ACMI",57,10,22,"Yes","Avg.Confidence",-6.11148652818114,-0.00359285348235723,-3.15257199593932e-06,NA,NA,NA,-0.357843964208731,-6.21166894802456,-0.00124649701486696,-0.0010675191340645,NA,NA,-1.27399989429186,0.00588567163638789,1.40964716715175e-06,NA,NA,NA,4.19311517566954,1.55911458315527,0.00299807729694653,0.00543836757964674,NA,NA
"AMAL",57,42,47,"No","Avg.Confidence",-4.66396659744928,0.00117440896336444,-5.83756819497494e-06,-0.242993411259475,NA,NA,NA,NA,NA,NA,NA,NA,-1.31293699883533,0.00896136238233639,-1.60944130940966e-06,0.33132396135674,NA,NA,NA,NA,NA,NA,NA,NA
"ARUV",57,42,27,"Yes","Avg.Confidence",-3.97701792055685,-0.00108744663542935,-3.05429735318305e-06,NA,NA,NA,-1.82065902944303,-3.78219067963513,-0.00138456967576715,-0.000823659746129412,NA,NA,-0.728620229591131,0.0053459813247498,-2.88234471107875e-08,NA,NA,NA,2.07090416869341,0.260262688341634,0.00226112329976685,0.00304623216453894,NA,NA
"ATFI",57,24,28,"No","Avg.Confidence",-3.6504120974051,-0.00399395583751809,-3.19171980503706e-06,-0.259378020226674,NA,NA,NA,NA,NA,NA,NA,NA,0.126639489638359,0.00453936014132176,1.12650256954527e-06,0.331343932979665,NA,NA,NA,NA,NA,NA,NA,NA
"CAME",57,32,30,"No","Avg.Confidence",-43.4894058940846,0.00480767804323899,-1.18683052542779e-05,-0.355072814935872,NA,NA,NA,NA,NA,NA,NA,NA,-9.10332820988214,0.0452337504624593,-6.15777464980494e-08,0.302565714687049,NA,NA,NA,NA,NA,NA,NA,NA
"CARU",57,33,17,"Yes","Avg.Confidence",-6.41385956747145,0.000935395348284588,-4.46844440866315e-06,NA,NA,NA,-0.18426638752667,-1.82341738099173,NA,NA,NA,NA,-2.26192192320746,0.00916300882494006,-7.19649856300057e-07,NA,NA,NA,1.79344769373626,-0.404211298134209,NA,NA,NA,NA
"CEVE",57,26,22,"Yes","Avg.Confidence",-9.37310053001669,0.00430132063080801,-6.92823039554631e-06,NA,NA,NA,-0.290597089282356,-4.11902656648786,-0.00128854625654011,-0.00157778879913503,NA,NA,-4.03241261055816,0.0144983970991631,-2.20111598199165e-06,NA,NA,NA,3.52331596989074,1.05308359987005,0.00206946204994635,0.00308669082110721,NA,NA
"CHUM",57,61,54,"No","Avg.Confidence",-5.97013057474626,0.0033101505422077,-7.35391808284115e-06,-1.54635692947422,-0.00558926757892108,-3.08769841070809e-06,NA,NA,NA,NA,NA,NA,-1.85172774691313,0.0123933854088985,-2.62715452068851e-06,3.00706999285633,0.00410092067470852,2.32837505634307e-06,NA,NA,NA,NA,NA,NA
"CLUN",57,44,52,"No","Avg.Confidence",-10.1667288821292,0.00922721894547398,-1.03393087636613e-05,-0.850465919881173,-0.00132682706851353,NA,NA,NA,NA,NA,NA,NA,-5.21649112875863,0.0196096588852512,-5.07873637630182e-06,1.44489678026139,0.000909002938419111,NA,NA,NA,NA,NA,NA,NA
"COCA",57,20,25,"No","Avg.Confidence",-6.02670576384126,-0.000401162512559148,-6.58447493308598e-06,-0.343332683180295,NA,NA,NA,NA,NA,NA,NA,NA,-1.4632371072703,0.010272993389734,-7.23234168862185e-07,0.512628724290349,NA,NA,NA,NA,NA,NA,NA,NA
"EPAN",57,18,22,"Yes","Avg.Confidence",-11.1868944102276,0.00213541504419599,-6.80290364163885e-06,NA,NA,NA,0.0174477038969805,-4.91183120952412,-0.0107829434121534,-0.0100910925288607,-5.0506432039584e-06,-2.84750861970085e-06,-3.67164022758073,0.0156968891936389,-9.51989331716902e-07,NA,NA,NA,8.9816300697847,5.17044386811915,0.00710974784202634,0.00736851190465474,3.92955903349675e-06,4.47614573680082e-06
"GAOV",57,11,8,"No","Avg.Confidence",-21.9026578902586,0.00836216012620575,-1.52122855099024e-05,-0.715675264568152,NA,NA,NA,NA,NA,NA,NA,NA,-7.46664147662799,0.0346040403085118,-3.61810210597057e-06,0.503920028631924,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",57,21,19,"No","Avg.Confidence",-1.52848202863155,-0.00736795658189042,-3.32460310805001e-06,-0.332937334558089,NA,NA,NA,NA,NA,NA,NA,NA,1.68041172337069,0.00113362066252737,2.22270691816538e-06,0.288086917705213,NA,NA,NA,NA,NA,NA,NA,NA
